"Overall Rank","Author","Genre","Author Average","Title","Series Name","Series Number","Series Average","Publication Year","Pages","Average book rating","Review count","Estimated Reading Start Date","Estimated Reading End Date"
"39","Neil Gaiman","Fantasy","4.27","The Graveyard Book Graphic Novel, Volume 2","","","","2009","","4.31","7444","",""
"39","Neil Gaiman","Fantasy","4.27","Instructions","","","","2010","","4.24","7926","",""
"39","Neil Gaiman","Fantasy","4.27","The Absolute Sandman, Volume 5","","","","2011","","4.64","3461","",""
"39","Neil Gaiman","Fantasy","4.27","American Gods / Anansi Boys: Coffret, 2 volumes","","","","2012","","4.31","2612","",""
"39","Neil Gaiman","Fantasy","4.27","Click-Clack the Rattlebag","","","","2012","","4.07","2902","",""
"39","Neil Gaiman","Fantasy","4.27","Doctor Who: Nothing O'Clock","","","","2013","","4.18","3951","",""
"39","Neil Gaiman","Fantasy","4.27","Fortunately, the Milk","","","","2013","","4.05","68034","",""
"39","Neil Gaiman","Fantasy","4.27","Make Good Art","","","","2013","","4.28","9830","",""
"39","Neil Gaiman","Fantasy","4.27","Neverwhere: BBC Dramatisation","","","","2013","","4.32","5707","",""
"39","Neil Gaiman","Fantasy","4.27","The Ocean at the End of the Lane","","","","2013","","4.01","665283","",""
"39","Neil Gaiman","Fantasy","4.27","The Sandman: Overture #1","","","","2013","","4.26","4809","",""
"39","Neil Gaiman","Fantasy","4.27","The Graveyard Book Graphic Novel, Volume 1","","","","2014","","4.31","18339","",""
"39","Neil Gaiman","Fantasy","4.27","The Sandman: Overture #2","","","","2014","","4.52","1181","",""
"39","Neil Gaiman","Fantasy","4.27","How the Marquis Got His Coat Back","","","","2015","","4.04","14471","",""
"39","Neil Gaiman","Fantasy","4.27","The Sandman: Overture","","","","2015","","4.05","67092","",""
"39","Neil Gaiman","Fantasy","4.27","Norse Mythology","","","","2017","","4.1","348053","",""
"39","Neil Gaiman","Fantasy","4.27","American Gods, Vol. 1: Shadows","","","","2018","","4.15","4770","",""
"39","Neil Gaiman","Fantasy","4.27","Art Matters: Because Your Imagination Can Change the World","","","","2018","","4.27","20500","",""
"39","Neil Gaiman","Fantasy","4.27","American Gods, Vol. 2: My Ainsel","","","","2019","","4.2","1817","",""
"39","Neil Gaiman","Fantasy","4.27","Snow, Glass, Apples","","","","2019","","4.04","15368","",""
"39","Neil Gaiman","Fantasy","4.27","The Quite Nice and Fairly Accurate Good Omens Script Book","","","","2019","","4.63","12274","",""
"39","Neil Gaiman","Fantasy","4.27","American Gods, Vol. 3: The Moment of the Storm","","","","2020","","4.28","1137","",""
"39","Neil Gaiman","Fantasy","4.27","The Neil Gaiman Reader: Selected Fiction","","","","2020","","4.43","2194","",""
"39","Neil Gaiman","Fantasy","4.27","The Sandman: The Deluxe Edition, Book One","","","","2020","","4.36","1794","",""
"39","Neil Gaiman","Fantasy","4.27","Norse Mythology, Vol. 1","","","","2021","","4.09","1886","",""
"39","Neil Gaiman","Fantasy","4.27","Chivalry","","","","2022","","4.19","5817","",""
"39","Neil Gaiman","Fantasy","4.27","What You Need to Be Warm","","","","2023","","4.14","3959","",""
"40","Martha Wells","Science Fiction","4.199","The Wizard Hunters","The Fall of Ile-Rien","1","4.14","2003","","3.97","3697","",""
"40","Martha Wells","Science Fiction","4.199","The Ships of Air","The Fall of Ile-Rien","2","4.14","2004","","4.16","2668","",""
"40","Martha Wells","Science Fiction","4.199","The Gate of Gods","The Fall of Ile-Rien","3","4.14","2005","","4.29","2488","",""
"40","Martha Wells","Science Fiction","4.199","The Tale of Indigo and Cloud","Books of the Raksura","0.1","4.122","2014","","4.2","542","",""
"40","Martha Wells","Science Fiction","4.199","The Dead City","Books of the Raksura","0.3","4.122","2017","","4.1","203","",""
"40","Martha Wells","Science Fiction","4.199","The Cloud Roads","Books of the Raksura","1","4.122","2011","","3.98","16769","",""
"40","Martha Wells","Science Fiction","4.199","The Serpent Sea","Books of the Raksura","2","4.122","2012","","4.09","8864","",""
"40","Martha Wells","Science Fiction","4.199","The Siren Depths","Books of the Raksura","3","4.122","2012","","4.24","7318","",""
"40","Martha Wells","Science Fiction","4.199","Stories of the Raksura, Volume 2: The Dead City & The Dark Earth Below","","","","2011","","4.24","2221","",""
"40","Martha Wells","Science Fiction","4.199","Stories of the Raksura, Volume 1: The Falling World & The Tale of Indigo and Cloud","","","","2014","","4.18","2596","",""
"40","Martha Wells","Science Fiction","4.199","Compulsory","The Murderbot Diaries","0.5","4.245","2018","","4.29","16461","",""
"40","Martha Wells","Science Fiction","4.199","All Systems Red","The Murderbot Diaries","1","4.245","2017","","4.11","404189","",""
"40","Martha Wells","Science Fiction","4.199","Artificial Condition","The Murderbot Diaries","2","4.245","2018","","4.24","232979","",""
"40","Martha Wells","Science Fiction","4.199","Rapport: Friendship, Solidarity, Communion, Empathy","The Murderbot Diaries","2.5","4.245","2025","","4.13","12848","",""
"40","Martha Wells","Science Fiction","4.199","Rogue Protocol","The Murderbot Diaries","3","4.245","2018","","4.23","186664","",""
"40","Martha Wells","Science Fiction","4.199","Exit Strategy","The Murderbot Diaries","4","4.245","2018","","4.36","164325","",""
"40","Martha Wells","Science Fiction","4.199","Home: Habitat, Range, Niche, Territory","The Murderbot Diaries","4.5","4.245","2020","","4.1","33223","",""
"40","Martha Wells","Science Fiction","4.199","Network Effect","The Murderbot Diaries","5","4.245","2020","","4.46","137652","",""
"40","Martha Wells","Science Fiction","4.199","Fugitive Telemetry","The Murderbot Diaries","6","4.245","2021","","4.28","113773","",""
"40","Martha Wells","Science Fiction","4.199","System Collapse","The Murderbot Diaries","7","4.245","2023","","4.25","83707","",""
"40","Martha Wells","Science Fiction","4.199","Platform Decay","The Murderbot Diaries","8","4.245","2026","","4.24","30415","",""
"40","Martha Wells","Science Fiction","4.199","The Murderbot Diaries Vol. 1","","","","2017","","4.11","3239","",""
"40","Martha Wells","Science Fiction","4.199","The Murderbot Diaries Vol. 2","","","","2018","","4.32","1691","",""
"41","Jim Butcher","Fantasy","4.265","Restoration of Faith","The Dresden Files","0.5","4.253","2004","","3.97","6620","",""
"41","Jim Butcher","Fantasy","4.265","Storm Front","The Dresden Files","1","4.253","2000","","3.97","389795","",""
"41","Jim Butcher","Fantasy","4.265","Fool Moon","The Dresden Files","2","4.253","2001","","3.97","217543","",""
"41","Jim Butcher","Fantasy","4.265","Working for Bigfoot","The Dresden Files","2.5, 7.3, 11.2","4.253","2014","","4.29","12399","",""
"41","Jim Butcher","Fantasy","4.265","Grave Peril","The Dresden Files","3","4.253","2001","","4.13","183340","",""
"41","Jim Butcher","Fantasy","4.265","Summer Knight","The Dresden Files","4","4.253","2002","","4.26","165489","",""
"41","Jim Butcher","Fantasy","4.265","Death Masks","The Dresden Files","5","4.253","2003","","4.29","151018","",""
"41","Jim Butcher","Fantasy","4.265","Vignette","The Dresden Files","5.5","4.253","2008","","4.02","5479","",""
"41","Jim Butcher","Fantasy","4.265","Blood Rites","The Dresden Files","6","4.253","2004","","4.29","142192","",""
"41","Jim Butcher","Fantasy","4.265","Dead Beat","The Dresden Files","7","4.253","2005","","4.41","137290","",""
"41","Jim Butcher","Fantasy","4.265","Proven Guilty","The Dresden Files","8","4.253","2006","","4.39","131751","",""
"41","Jim Butcher","Fantasy","4.265","White Night","The Dresden Files","9","4.253","2007","","4.38","129784","",""
"41","Jim Butcher","Fantasy","4.265","Mike","The Dresden Files","9.5","4.253","2020","","3.81","940","",""
"41","Jim Butcher","Fantasy","4.265","Small Favor","The Dresden Files","10","4.253","2008","","4.43","119603","",""
"41","Jim Butcher","Fantasy","4.265","Backup","The Dresden Files","10.5","4.253","2008","","4.14","11065","",""
"41","Jim Butcher","Fantasy","4.265","Turn Coat","The Dresden Files","11","4.253","2009","","4.44","114486","",""
"41","Jim Butcher","Fantasy","4.265","Love Hurts","The Dresden Files","11.5","4.253","2011","","4.13","3297","",""
"41","Jim Butcher","Fantasy","4.265","Changes","The Dresden Files","12","4.253","2010","","4.51","125296","",""
"41","Jim Butcher","Fantasy","4.265","Journal","The Dresden Files","12.2","4.253","2020","","4.02","765","",""
"41","Jim Butcher","Fantasy","4.265","Side Jobs","The Dresden Files","12.5","4.253","2010","","4.25","59031","",""
"41","Jim Butcher","Fantasy","4.265","Ghost Story","The Dresden Files","13","4.253","2011","","4.24","107979","",""
"41","Jim Butcher","Fantasy","4.265","Goodbye","The Dresden Files","13.5","4.253","2020","","4.24","804","",""
"41","Jim Butcher","Fantasy","4.265","Cold Days","The Dresden Files","14","4.253","2012","","4.47","108707","",""
"41","Jim Butcher","Fantasy","4.265","Skin Game","The Dresden Files","15","4.253","2014","","4.56","94617","",""
"41","Jim Butcher","Fantasy","4.265","Job Placement","The Dresden Files","15.1","4.253","2020","","4.01","692","",""
"41","Jim Butcher","Fantasy","4.265","Everything the Light Touches","The Dresden Files","15.2","4.253","2020","","3.91","528","",""
"41","Jim Butcher","Fantasy","4.265","Brief Cases","The Dresden Files","15.5","4.253","2018","","4.4","24556","",""
"41","Jim Butcher","Fantasy","4.265","Peace Talks","The Dresden Files","16","4.253","2020","","4.23","57061","",""
"41","Jim Butcher","Fantasy","4.265","Battle Ground","The Dresden Files","17","4.253","2020","","4.43","51307","",""
"41","Jim Butcher","Fantasy","4.265","Christmas Eve","The Dresden Files","17.2","4.253","2018","","4.37","3386","",""
"41","Jim Butcher","Fantasy","4.265","The Law","The Dresden Files","17.2","4.253","2022","","4.35","15859","",""
"41","Jim Butcher","Fantasy","4.265","The Good People","The Dresden Files","17.3","4.253","2020","","4.24","746","",""
"41","Jim Butcher","Fantasy","4.265","Twelve Months","The Dresden Files","18","4.253","2026","","4.5","24116","",""
"41","Jim Butcher","Fantasy","4.265","Out Law","The Dresden Files","18.75","4.253","2026","","4.54","7215","",""
"41","Jim Butcher","Fantasy","4.265","Furies of Calderon","Codex Alera","1","4.32","2004","","4.13","115139","",""
"41","Jim Butcher","Fantasy","4.265","Academ's Fury","Codex Alera","2","4.32","2005","","4.27","75175","",""
"41","Jim Butcher","Fantasy","4.265","Cursor's Fury","Codex Alera","3","4.32","2006","","4.37","72292","",""
"41","Jim Butcher","Fantasy","4.265","Captain's Fury","Codex Alera","4","4.32","2007","","4.37","71135","",""
"41","Jim Butcher","Fantasy","4.265","Princeps' Fury","Codex Alera","5","4.32","2008","","4.38","68003","",""
"41","Jim Butcher","Fantasy","4.265","First Lord's Fury","Codex Alera","6","4.32","2009","","4.4","67156","",""
"41","Jim Butcher","Fantasy","4.265","Welcome to the Jungle","","","","2008","","4.11","16472","",""
"41","Jim Butcher","Fantasy","4.265","Mean Streets","","","","2009","","4.02","10366","",""
"41","Jim Butcher","Fantasy","4.265","The Codex Alera Complete Set","","","","2011","","4.62","1595","",""
"41","Jim Butcher","Fantasy","4.265","The Aeronaut's Windlass","The Cinder Spires","1","4.313","2015","","4.18","50229","",""
"41","Jim Butcher","Fantasy","4.265","Warriorborn","The Cinder Spires","1.5","4.313","2023","","4.4","5852","",""
"41","Jim Butcher","Fantasy","4.265","The Olympian Affair","The Cinder Spires","2","4.313","2023","","4.36","11021","",""
"42","Antoine de Saint-Exupéry","Children","4.243","Wind, Sand and Stars","","","","1939","","4.12","22083","",""
"42","Antoine de Saint-Exupéry","Children","4.243","The Little Prince","","","","1943","","4.34","2586171","",""
"42","Antoine de Saint-Exupéry","Children","4.243","The Little Prince & Letter to a Hostage","","","","1943","","4.4","13225","",""
"42","Antoine de Saint-Exupéry","Children","4.243","Citadelle","","","","1948","","4.11","2445","",""
"43","Ken Liu","Fantasy","4.264","The Man Who Ended History: A Documentary","","","","2011","","4.15","1298","",""
"43","Ken Liu","Fantasy","4.264","The Paper Menagerie","","","","2011","","4.56","5731","",""
"43","Ken Liu","Fantasy","4.264","The Grace of Kings","The Dandelion Dynasty","1","4.198","2015","","3.8","31583","",""
"43","Ken Liu","Fantasy","4.264","The Wall of Storms","The Dandelion Dynasty","2","4.198","2016","","4.34","10836","",""
"43","Ken Liu","Fantasy","4.264","The Veiled Throne","The Dandelion Dynasty","3","4.198","2021","","4.12","5573","",""
"43","Ken Liu","Fantasy","4.264","Speaking Bones","The Dandelion Dynasty","4","4.198","2022","","4.53","4678","",""
"43","Ken Liu","Fantasy","4.264","The Paper Menagerie and Other Stories","","","","2016","","4.35","40453","",""
"44","James S.A. Corey","Science Fiction","4.198","Leviathan Wakes","","","","2011","","4.31","336152","",""
"44","James S.A. Corey","Science Fiction","4.198","The Butcher of Anderson Station","The Expanse","1.5","4.171","2011","","4.02","28789","",""
"44","James S.A. Corey","Science Fiction","4.198","Caliban’s War","The Expanse","2","4.171","2012","","4.39","192341","",""
"44","James S.A. Corey","Science Fiction","4.198","Gods of Risk","The Expanse","2.5","4.171","2012","","3.73","26882","",""
"44","James S.A. Corey","Science Fiction","4.198","Drive","The Expanse","2.7","4.171","2012","","4.06","17736","",""
"44","James S.A. Corey","Science Fiction","4.198","Abaddon’s Gate","The Expanse","3","4.171","2013","","4.28","162261","",""
"44","James S.A. Corey","Science Fiction","4.198","The Churn","The Expanse","3.5","4.171","2014","","4.13","29735","",""
"44","James S.A. Corey","Science Fiction","4.198","Cibola Burn","The Expanse","4","4.171","2014","","4.24","134273","",""
"44","James S.A. Corey","Science Fiction","4.198","Nemesis Games","The Expanse","5","4.171","2015","","4.45","120945","",""
"44","James S.A. Corey","Science Fiction","4.198","The Vital Abyss","The Expanse","5.5","4.171","2015","","3.9","20145","",""
"44","James S.A. Corey","Science Fiction","4.198","Babylon’s Ashes","The Expanse","6","4.171","2016","","4.26","103961","",""
"44","James S.A. Corey","Science Fiction","4.198","Strange Dogs","The Expanse","6.5","4.171","2017","","4.1","19264","",""
"44","James S.A. Corey","Science Fiction","4.198","Persepolis Rising","The Expanse","7","4.171","2017","","4.38","91857","",""
"44","James S.A. Corey","Science Fiction","4.198","Auberon","The Expanse","7.5","4.171","2019","","4.2","15464","",""
"44","James S.A. Corey","Science Fiction","4.198","Tiamat's Wrath","The Expanse","8","4.171","2019","","4.57","86472","",""
"44","James S.A. Corey","Science Fiction","4.198","The Last Flight of the Cassandra","The Expanse","8.1","4.171","2019","","3.51","1200","",""
"44","James S.A. Corey","Science Fiction","4.198","Leviathan Falls","The Expanse","9","4.171","2021","","4.54","75124","",""
"44","James S.A. Corey","Science Fiction","4.198","The Sins of Our Fathers","The Expanse","9.5","4.171","2022","","4.14","9153","",""
"44","James S.A. Corey","Science Fiction","4.198","Memory's Legion","","","","2022","","4.36","11772","",""
"44","James S.A. Corey","Science Fiction","4.198","The Mercy of Gods","The Captive's War","1","4.26","2024","","4.15","44477","",""
"44","James S.A. Corey","Science Fiction","4.198","Livesuit","The Captive's War","1.5","4.26","2024","","4.31","13600","",""
"44","James S.A. Corey","Science Fiction","4.198","The Faith of Beasts","The Captive's War","2","4.26","2026","","4.32","12667","",""
"45","Fonda Lee","Fantasy","4.263","The Jade Setter of Janloon","The Green Bone Saga","0.5","4.314","2022","","4.27","5490","",""
"45","Fonda Lee","Fantasy","4.263","Jade Shards","The Green Bone Saga","0.75","4.314","2023","","4.27","4012","",""
"45","Fonda Lee","Fantasy","4.263","Jade City","The Green Bone Saga","1","4.314","2017","","4.05","125846","",""
"45","Fonda Lee","Fantasy","4.263","Jade War","The Green Bone Saga","2","4.314","2019","","4.37","64626","",""
"45","Fonda Lee","Fantasy","4.263","Jade Legacy","The Green Bone Saga","3","4.314","2021","","4.61","52201","",""
"45","Fonda Lee","Fantasy","4.263","The Last Contract of Isako","","","","2026","","4.01","9237","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Tiger","Sharpe","1","4.216","1997","","4.14","30505","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Triumph","Sharpe","2","4.216","1998","","4.15","20000","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Fortress","Sharpe","3","4.216","1999","","4.22","16571","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Trafalgar","Sharpe","4","4.216","2000","","4.14","15770","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Prey","Sharpe","5","4.216","2000","","4.08","13491","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Rifles","Sharpe","6","4.216","1988","","4.27","20378","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Havoc","Sharpe","7","4.216","2003","","4.16","12820","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Eagle","Sharpe","8","4.216","1981","","4.3","17909","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Gold","Sharpe","9","4.216","1981","","4.13","14313","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Escape","Sharpe","10","4.216","2004","","4.18","11028","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Fury","Sharpe","11","4.216","2005","","4.14","10728","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Battle","Sharpe","12","4.216","1995","","4.2","10687","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Company","Sharpe","13","4.216","1982","","4.26","12501","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Command","Sharpe","14","4.216","2023","","4.18","4502","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Skirmish","Sharpe","14.5","4.216","1999","","4.06","3423","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Sword","Sharpe","15","4.216","1983","","4.27","11787","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Enemy","Sharpe","16","4.216","1984","","4.3","10889","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Honor","Sharpe","17","4.216","1985","","4.24","9917","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Regiment","Sharpe","18","4.216","1986","","4.29","9806","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Siege","Sharpe","18","4.216","1987","","4.25","9441","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Revenge","Sharpe","19","4.216","1989","","4.22","9126","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Storm","Sharpe","19","4.216","2025","","4.32","2748","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Waterloo","Sharpe","20","4.216","1990","","4.34","10683","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Assassin","Sharpe","21","4.216","2021","","4.42","6871","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Devil","Sharpe","22","4.216","1992","","4.14","8326","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Ransom","Sharpe","22.5","4.216","1995","","4.22","1297","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Redcoat","","","","1987","","4","4702","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Wildtrack","","","","1988","","4.03","2150","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sea Lord","The Thrillers","2","4.07","1989","","4.08","2753","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Stormchild","The Thrillers","4","4.07","1991","","4.05","2395","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Scoundrel","The Thrillers","5","4.07","1992","","4.08","2814","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Crackdown","","","","1990","","4.04","2296","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Rebel","The Starbuck Chronicles","1","4.098","1993","","3.92","7883","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Rebel / Copperhead","The Starbuck Chronicles","1, #2","4.098","1993","","4.12","276","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Copperhead","The Starbuck Chronicles","2","4.098","1994","","4.07","5674","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Battle Flag","The Starbuck Chronicles","3","4.098","1995","","4.15","4622","",""
"46","Bernard Cornwell","Historical Fiction","4.237","The Bloody Ground","The Starbuck Chronicles","4","4.098","1996","","4.23","5151","",""
"46","Bernard Cornwell","Historical Fiction","4.237","The Winter King","The Warlord Chronicles","1","4.373","1995","","4.26","57468","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Enemy of God","The Warlord Chronicles","2","4.373","1996","","4.42","30457","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Excalibur","The Warlord Chronicles","3","4.373","1997","","4.44","32410","",""
"46","Bernard Cornwell","Historical Fiction","4.237","The Archer's Tale","The Grail Quest","1","4.16","2000","","4.16","34638","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Vagabond","The Grail Quest","2","4.16","2002","","4.14","21430","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Heretic","The Grail Quest","3","4.16","2003","","4.19","19563","",""
"46","Bernard Cornwell","Historical Fiction","4.237","1356","The Grail Quest","4","4.16","2012","","4.15","16365","",""
"46","Bernard Cornwell","Historical Fiction","4.237","The Grail Quest Trilogy","","","","2002","","4.47","1822","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sharpe's Christmas: Two Short Stories","","","","2003","","4.14","3847","",""
"46","Bernard Cornwell","Historical Fiction","4.237","The Last Kingdom","The Saxon Stories","1","4.376","2004","","4.27","115732","",""
"46","Bernard Cornwell","Historical Fiction","4.237","The Pale Horseman","The Saxon Stories","2","4.376","2006","","4.32","63624","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Lords of the North","The Saxon Stories","3","4.376","2007","","4.36","54074","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sword Song","The Saxon Stories","4","4.376","2007","","4.33","46890","",""
"46","Bernard Cornwell","Historical Fiction","4.237","The Burning Land","The Saxon Stories","5","4.376","2009","","4.31","42220","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Death of Kings","The Saxon Stories","6","4.376","2011","","4.31","35058","",""
"46","Bernard Cornwell","Historical Fiction","4.237","The Pagan Lord","The Saxon Stories","7","4.376","2013","","4.37","31694","",""
"46","Bernard Cornwell","Historical Fiction","4.237","The Empty Throne","The Saxon Stories","8","4.376","2014","","4.39","28835","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Warriors of the Storm","The Saxon Stories","9","4.376","2015","","4.42","26388","",""
"46","Bernard Cornwell","Historical Fiction","4.237","The Flame Bearer","The Saxon Stories","10","4.376","2016","","4.43","25025","",""
"46","Bernard Cornwell","Historical Fiction","4.237","War of the Wolf","The Saxon Stories","11","4.376","2018","","4.36","20599","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Sword of Kings","The Saxon Stories","12","4.376","2019","","4.42","17976","",""
"46","Bernard Cornwell","Historical Fiction","4.237","War Lord","The Saxon Stories","13","4.376","2020","","4.6","16433","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Agincourt","","","","2008","","4.16","32586","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Warlord Chronicles","","","","2011","","4.66","1330","",""
"46","Bernard Cornwell","Historical Fiction","4.237","Waterloo: The True Story of Four Days, Three Armies and Three Battles","","","","2014","","4.24","9108","",""
"47","Patricia Briggs","Fantasy","4.261","Masques","Sianim","1 / Aralorn, #1","4.048","1993","","3.92","12526","",""
"47","Patricia Briggs","Fantasy","4.261","Steal the Dragon","Sianim","2","4.048","1995","","4.01","7391","",""
"47","Patricia Briggs","Fantasy","4.261","When Demons Walk","Sianim","3","4.048","1998","","4.14","7028","",""
"47","Patricia Briggs","Fantasy","4.261","Wolfsbane","Sianim","4; Aralorn, #2","4.048","2010","","4.12","10546","",""
"47","Patricia Briggs","Fantasy","4.261","Dragon Bones","Hurog","1","4.1","2002","","4.07","12276","",""
"47","Patricia Briggs","Fantasy","4.261","Dragon Blood","Hurog","2","4.1","2002","","4.13","9931","",""
"47","Patricia Briggs","Fantasy","4.261","Raven's Shadow","Raven","1","4.08","2004","","4.03","9249","",""
"47","Patricia Briggs","Fantasy","4.261","Raven's Strike","Raven","2","4.08","2005","","4.13","7306","",""
"47","Patricia Briggs","Fantasy","4.261","Shifting Shadows","Mercy Thompson","0.1, #0.5, #0.7, #0.9, #1.2, #1.8, #4.5, #5.5, #7.4, #8.5","4.357","2014","","4.4","23335","",""
"47","Patricia Briggs","Fantasy","4.261","Moon Called","Mercy Thompson","1","4.357","2006","","4.14","221622","",""
"47","Patricia Briggs","Fantasy","4.261","Blood Bound","Mercy Thompson","2","4.357","2007","","4.3","137665","",""
"47","Patricia Briggs","Fantasy","4.261","Iron Kissed","Mercy Thompson","3","4.357","2008","","4.34","132853","",""
"47","Patricia Briggs","Fantasy","4.261","Bone Crossed","Mercy Thompson","4","4.357","2010","","4.33","117437","",""
"47","Patricia Briggs","Fantasy","4.261","Silver Borne","Mercy Thompson","5","4.357","2010","","4.37","114599","",""
"47","Patricia Briggs","Fantasy","4.261","River Marked","Mercy Thompson","6","4.357","2011","","4.28","94750","",""
"47","Patricia Briggs","Fantasy","4.261","Frost Burned","Mercy Thompson","7","4.357","2013","","4.36","80467","",""
"47","Patricia Briggs","Fantasy","4.261","Night Broken","Mercy Thompson","8","4.357","2014","","4.42","69852","",""
"47","Patricia Briggs","Fantasy","4.261","Fire Touched","Mercy Thompson","9","4.357","2016","","4.38","55636","",""
"47","Patricia Briggs","Fantasy","4.261","Silence Fallen","Mercy Thompson","10","4.357","2017","","4.4","50542","",""
"47","Patricia Briggs","Fantasy","4.261","Storm Cursed","Mercy Thompson","11","4.357","2019","","4.43","40041","",""
"47","Patricia Briggs","Fantasy","4.261","Smoke Bitten","Mercy Thompson","12","4.357","2020","","4.43","36937","",""
"47","Patricia Briggs","Fantasy","4.261","Soul Taken","Mercy Thompson","13","4.357","2022","","4.43","29342","",""
"47","Patricia Briggs","Fantasy","4.261","Winter Lost","Mercy Thompson","14; Mercy Thompson World, #20","4.357","2024","","4.35","21341","",""
"47","Patricia Briggs","Fantasy","4.261","Alpha & Omega","Alpha & Omega","0.5","4.312","2007","","4.27","29809","",""
"47","Patricia Briggs","Fantasy","4.261","On the Prowl","Alpha & Omega","0.5","4.312","2007","","4.06","29729","",""
"47","Patricia Briggs","Fantasy","4.261","Call of the Hunt","Alpha & Omega","0.5-3","4.312","2012","","4.58","831","",""
"47","Patricia Briggs","Fantasy","4.261","Cry Wolf","Alpha & Omega","1","4.312","2008","","4.12","110789","",""
"47","Patricia Briggs","Fantasy","4.261","Hunting Ground","Alpha & Omega","2","4.312","2009","","4.28","74739","",""
"47","Patricia Briggs","Fantasy","4.261","Fair Game","Alpha & Omega","3","4.312","2012","","4.34","58325","",""
"47","Patricia Briggs","Fantasy","4.261","Dead Heat","Alpha & Omega","4","4.312","2015","","4.32","42106","",""
"47","Patricia Briggs","Fantasy","4.261","Burn Bright","Alpha & Omega","5","4.312","2018","","4.34","32189","",""
"47","Patricia Briggs","Fantasy","4.261","Wild Sign","Alpha & Omega","6","4.312","2021","","4.5","24864","",""
"47","Patricia Briggs","Fantasy","4.261","Mercy Thompson: Homecoming Graphic Novel Issue #1","","","","2008","","4.09","1534","",""
"47","Patricia Briggs","Fantasy","4.261","Mercy Thompson: Homecoming Graphic Novel Issue #2","","","","2008","","4.18","1043","",""
"47","Patricia Briggs","Fantasy","4.261","Alpha and Omega: Cry Wolf Volume One","","","","2009","","4.15","2016","",""
"47","Patricia Briggs","Fantasy","4.261","Homecoming","Mercy Thompson Graphic Novel","0","4.08","2009","","4.08","13082","",""
"47","Patricia Briggs","Fantasy","4.261","Patricia Briggs' Mercy Thompson: Moon Called","","","","2010","","4.42","5241","",""
"47","Patricia Briggs","Fantasy","4.261","Hopcross Jilly Vol. 1","","","","2015","","4.05","2761","",""
"47","Patricia Briggs","Fantasy","4.261","Blind Date with a Werewolf","","","","2025","","4.49","7751","",""
"48","Ted Chiang","Science Fiction","4.195","Tower of Babylon","","","","1990","","4.09","4079","",""
