"Overall Rank","Author","Genre","Author Average","Title","Series Name","Series Number","Series Average","Publication Year","Pages","Average book rating","Review count","Estimated Reading Start Date","Estimated Reading End Date"
"72","Philip K. Dick","Science Fiction","4.154","Do Androids Dream of Electric Sheep? 1","Do Androids Dream of Electric Sheep?","1","4.075","2011","","4.04","4638","",""
"72","Philip K. Dick","Science Fiction","4.154","Do Androids Dream of Electric Sheep? 2","Do Androids Dream of Electric Sheep?","2","4.075","2009","","4.11","615","",""
"72","Philip K. Dick","Science Fiction","4.154","The Exegesis of Philip K. Dick","","","","2011","","4.14","1110","",""
"72","Philip K. Dick","Science Fiction","4.154","The Philip K. Dick Megapack: 15 Classic Science Fiction Stories","","","","2013","","4.13","2066","",""
"72","Philip K. Dick","Science Fiction","4.154","Philip K. Dick's Electric Dreams","","","","2017","","4.11","5740","",""
"73","Raymond E. Feist","Fantasy","4.19","Magician: Apprentice","The Riftwar Saga","1","4.183","1982","","4.16","105312","",""
"73","Raymond E. Feist","Fantasy","4.19","Magician: Master","The Riftwar Saga","2","4.183","1982","","4.25","78161","",""
"73","Raymond E. Feist","Fantasy","4.19","Silverthorn","The Riftwar Saga","3","4.183","1985","","4.12","70105","",""
"73","Raymond E. Feist","Fantasy","4.19","A Darkness at Sethanon","The Riftwar Saga","4","4.183","1986","","4.2","73145","",""
"73","Raymond E. Feist","Fantasy","4.19","Magician: Apprentice Volume 1","Raymond E. Feist's Magician: Apprentice","1","4.45","1984","","4.45","25205","",""
